iter	Passed	Remaining
1670	15311	30503
1671	15319	30492
1672	15328	30482
1673	15337	30472
1674	15345	30462
1675	15354	30452
1676	15363	30442
1677	15372	30432
1678	15380	30422
1679	15389	30412
1680	15398	30402
1681	15406	30392
1682	15415	30382
1683	15424	30372
1684	15433	30362
1685	15441	30352
1686	15450	30342
1687	15459	30332
1688	15468	30323
1689	15476	30312
1690	15486	30305
1691	15496	30296
1692	15505	30286
1693	15514	30277
1694	15523	30267
1695	15531	30257
1696	15540	30247
1697	15549	30237
1698	15557	30226
1699	15566	30217
1700	15574	30206
1701	15583	30195
1702	15591	30185
1703	15600	30175
1704	15608	30164
1705	15617	30154
1706	15626	30144
1707	15634	30134
1708	15643	30125
1709	15652	30115
1710	15661	30104
1711	15669	30094
1712	15678	30085
1713	15687	30075
1714	15696	30064
1715	15705	30056
1716	15714	30046
1717	15723	30036
1718	15733	30029
1719	15741	30018
1720	15750	30008
1721	15760	30001
1722	15769	29992
1723	15778	29982
1724	15787	29972
1725	15795	29962
1726	15804	29952
1727	15814	29944
1728	15824	29937
1729	15833	29928
1730	15842	29917
1731	15850	29907
1732	15859	29897
1733	15869	29890
1734	15878	29880
1735	15886	29869
1736	15895	29859
1737	15904	29850
1738	15912	29839
1739	15921	29829
1740	15930	29819
1741	15938	29810
1742	15947	29799
1743	15956	29789
1744	15964	29779
1745	15973	29769
1746	15983	29762
1747	15992	29752
1748	16000	29741
1749	16009	29732
1750	16018	29722
1751	16027	29712
1752	16035	29702
1753	16044	29691
1754	16052	29682
1755	16061	29671
1756	16069	29661
1757	16079	29652
1758	16088	29643
1759	16097	29633
1760	16106	29623
1761	16116	29616
1762	16125	29607
1763	16134	29597
1764	16143	29587
1765	16151	29577
1766	16160	29568
1767	16169	29559
1768	16178	29548
1769	16187	29539
1770	16197	29531
1771	16205	29521
1772	16214	29511
1773	16224	29503
1774	16233	29494
1775	16243	29487
1776	16252	29477
1777	16262	29470
1778	16271	29461
1779	16280	29451
1780	16289	29441
1781	16299	29433
1782	16309	29425
1783	16318	29416
1784	16326	29405
1785	16335	29395
1786	16343	29385
1787	16352	29375
1788	16360	29365
1789	16369	29354
1790	16377	29344
1791	16386	29334
1792	16395	29324
1793	16403	29314
1794	16413	29306
1795	16421	29296
1796	16430	29285
1797	16439	29276
1798	16448	29266
1799	16457	29257
1800	16465	29247
1801	16476	29240
1802	16485	29231
1803	16495	29223
1804	16504	29213
1805	16513	29204
1806	16521	29194
1807	16530	29184
1808	16539	29174
1809	16547	29164
1810	16556	29155
1811	16565	29145
1812	16574	29135
1813	16583	29125
1814	16591	29115
1815	16600	29105
1816	16608	29094
1817	16617	29084
1818	16625	29074
1819	16635	29066
1820	16644	29056
1821	16652	29046
1822	16661	29036
1823	16670	29026
1824	16679	29018
1825	16688	29008
1826	16697	28998
1827	16706	28989
1828	16715	28979
1829	16724	28970
1830	16733	28961
1831	16742	28952
1832	16752	28943
1833	16762	28936
1834	16771	28926
1835	16779	28917
1836	16788	28907
1837	16798	28899
1838	16807	28889
1839	16816	28880
1840	16824	28870
1841	16833	28859
1842	16842	28849
1843	16850	28840
1844	16859	28830
1845	16868	28820
1846	16877	28811
1847	16886	28802
1848	16895	28792
1849	16903	28782
1850	16913	28773
1851	16922	28764
1852	16930	28753
1853	16940	28745
1854	16949	28735
1855	16957	28725
1856	16969	28720
1857	16981	28716
1858	16991	28708
1859	17002	28702
1860	17012	28694
1861	17021	28685
1862	17030	28676
1863	17039	28667
1864	17048	28657
1865	17057	28648
1866	17066	28638
1867	17075	28629
1868	17084	28619
1869	17093	28610
1870	17102	28602
1871	17112	28593
1872	17121	28584
1873	17131	28576
1874	17140	28568
1875	17150	28559
1876	17159	28549
1877	17169	28543
1878	17179	28535
1879	17189	28526
1880	17197	28516
1881	17206	28506
1882	17215	28496
1883	17225	28489
1884	17234	28480
1885	17243	28470
1886	17252	28461
1887	17261	28451
1888	17269	28441
1889	17278	28432
1890	17287	28422
1891	17296	28413
1892	17306	28404
1893	17315	28396
1894	17326	28389
1895	17335	28381
1896	17344	28371
1897	17353	28362
1898	17363	28353
1899	17372	28344
1900	17380	28334
1901	17389	28324
1902	17398	28314
1903	17407	28305
1904	17416	28296
1905	17425	28286
1906	17434	28277
1907	17443	28267
1908	17452	28258
1909	17461	28249
1910	17470	28239
1911	17479	28230
1912	17488	28220
1913	17496	28210
1914	17505	28200
1915	17514	28191
1916	17523	28181
1917	17532	28172
1918	17541	28162
1919	17550	28153
1920	17559	28144
1921	17568	28134
1922	17576	28124
1923	17585	28114
1924	17594	28104
1925	17602	28094
1926	17611	28084
1927	17621	28077
1928	17630	28067
1929	17638	28057
1930	17648	28049
1931	17657	28039
1932	17666	28029
1933	17674	28020
1934	17683	28010
1935	17692	28000
1936	17701	27990
1937	17710	27981
1938	17719	27972
1939	17728	27963
1940	17736	27953
1941	17745	27943
1942	17754	27933
1943	17763	27924
1944	17772	27915
1945	17782	27907
1946	17791	27898
1947	17800	27888
1948	17809	27879
1949	17818	27869
1950	17826	27859
1951	17835	27849
1952	17844	27840
1953	17853	27830
1954	17861	27820
1955	17870	27810
1956	17879	27801
1957	17888	27791
1958	17897	27782
1959	17906	27773
1960	17916	27765
1961	17925	27756
1962	17934	27747
1963	17944	27738
1964	17952	27728
1965	17961	27719
1966	17970	27709
1967	17980	27700
1968	17988	27691
1969	17998	27683
1970	18007	27673
1971	18015	27663
1972	18025	27654
1973	18033	27644
1974	18042	27634
1975	18051	27624
1976	18059	27614
1977	18068	27605
1978	18077	27595
1979	18085	27585
1980	18094	27575
1981	18104	27567
1982	18112	27557
1983	18122	27548
1984	18131	27540
1985	18140	27530
1986	18150	27522
1987	18159	27512
1988	18168	27503
1989	18177	27494
1990	18186	27484
1991	18194	27475
1992	18203	27465
1993	18212	27456
1994	18221	27446
1995	18230	27437
1996	18240	27429
1997	18249	27419
1998	18257	27409
1999	18266	27399
2000	18274	27389
2001	18283	27379
2002	18292	27369
2003	18301	27360
2004	18310	27350
2005	18319	27341
2006	18328	27332
2007	18337	27324
2008	18347	27315
2009	18355	27305
2010	18364	27295
2011	18373	27286
2012	18382	27276
2013	18391	27267
2014	18399	27257
2015	18408	27247
2016	18417	27238
2017	18426	27228
2018	18435	27218
2019	18444	27209
2020	18453	27200
2021	18461	27190
2022	18470	27180
2023	18479	27171
2024	18487	27161
2025	18496	27151
2026	18505	27142
2027	18514	27132
2028	18523	27122
2029	18532	27113
2030	18541	27104
2031	18551	27096
2032	18560	27087
2033	18569	27077
2034	18577	27068
2035	18587	27059
2036	18596	27050
2037	18605	27040
2038	18614	27031
2039	18624	27023
2040	18634	27015
2041	18643	27006
2042	18652	26997
2043	18660	26987
2044	18669	26977
2045	18678	26968
2046	18688	26960
2047	18697	26950
2048	18706	26941
2049	18715	26931
2050	18724	26922
2051	18733	26913
2052	18742	26903
2053	18751	26894
2054	18760	26885
2055	18769	26875
2056	18777	26866
2057	18786	26855
2058	18795	26846
2059	18804	26836
2060	18813	26827
2061	18821	26817
2062	18830	26807
2063	18838	26798
2064	18847	26787
2065	18856	26778
2066	18864	26768
2067	18873	26758
2068	18882	26748
2069	18890	26739
2070	18899	26729
2071	18907	26719
2072	18916	26709
2073	18925	26699
2074	18933	26690
2075	18944	26682
2076	18953	26673
2077	18962	26663
2078	18970	26654
2079	18979	26644
2080	18988	26634
2081	18997	26625
2082	19005	26615
2083	19015	26607
2084	19025	26598
2085	19034	26589
2086	19043	26580
2087	19053	26572
2088	19062	26563
2089	19071	26553
2090	19080	26545
2091	19089	26535
2092	19098	26525
2093	19106	26516
2094	19115	26506
2095	19124	26496
2096	19133	26487
2097	19142	26477
2098	19152	26470
2099	19161	26460
2100	19170	26451
2101	19178	26441
2102	19187	26431
2103	19195	26421
2104	19206	26413
2105	19214	26403
2106	19223	26394
2107	19233	26386
2108	19242	26377
2109	19251	26367
2110	19260	26358
2111	19268	26348
2112	19277	26339
2113	19286	26329
2114	19295	26319
2115	19303	26310
2116	19312	26300
2117	19321	26291
2118	19330	26282
2119	19340	26273
2120	19349	26264
2121	19359	26257
2122	19369	26248
2123	19378	26239
2124	19387	26230
2125	19396	26220
2126	19405	26212
2127	19415	26203
2128	19424	26194
2129	19434	26187
2130	19443	26177
2131	19452	26167
2132	19461	26158
2133	19470	26149
2134	19480	26141
2135	19489	26132
2136	19498	26122
2137	19507	26113
2138	19516	26104
2139	19526	26095
2140	19535	26087
2141	19544	26078
2142	19556	26071
2143	19564	26062
2144	19573	26052
2145	19582	26043
2146	19591	26033
2147	19600	26024
2148	19609	26015
2149	19618	26005
2150	19626	25995
2151	19635	25986
2152	19644	25976
2153	19653	25966
2154	19661	25956
2155	19670	25947
2156	19678	25937
2157	19687	25927
2158	19695	25917
2159	19704	25907
2160	19713	25897
2161	19721	25888
2162	19730	25878
2163	19739	25869
2164	19748	25860
2165	19757	25851
2166	19766	25841
2167	19775	25832
2168	19784	25823
2169	19793	25813
2170	19802	25803
2171	19811	25795
2172	19820	25785
2173	19828	25775
2174	19837	25766
2175	19846	25756
2176	19855	25747
2177	19864	25737
2178	19872	25727
2179	19880	25717
2180	19889	25708
2181	19898	25698
2182	19907	25689
2183	19917	25681
2184	19928	25674
2185	19937	25665
2186	19946	25656
2187	19957	25648
2188	19966	25639
2189	19975	25630
2190	19984	25621
2191	19993	25612
2192	20003	25603
2193	20012	25594
2194	20021	25586
2195	20030	25576
2196	20040	25567
2197	20048	25558
2198	20057	25548
2199	20066	25538
2200	20075	25529
2201	20083	25519
2202	20092	25510
2203	20101	25500
2204	20110	25490
2205	20120	25482
2206	20128	25473
2207	20137	25463
2208	20146	25454
2209	20156	25446
2210	20165	25437
2211	20174	25427
2212	20183	25418
2213	20192	25408
2214	20200	25399
2215	20209	25389
2216	20218	25380
2217	20228	25372
2218	20237	25362
2219	20245	25352
2220	20254	25343
2221	20263	25333
2222	20272	25324
2223	20280	25314
2224	20290	25305
2225	20299	25296
2226	20307	25286
2227	20318	25279
2228	20326	25269
2229	20335	25260
2230	20344	25250
2231	20353	25241
2232	20363	25233
2233	20372	25224
2234	20381	25214
2235	20390	25205
2236	20399	25195
2237	20409	25188
2238	20418	25178
2239	20427	25169
2240	20436	25159
2241	20444	25150
2242	20453	25140
2243	20462	25131
2244	20471	25121
2245	20480	25112
2246	20489	25102
2247	20497	25093
2248	20506	25083
2249	20515	25074
2250	20523	25064
2251	20533	25055
2252	20542	25046
2253	20551	25037
2254	20561	25029
2255	20570	25020
2256	20579	25010
2257	20588	25001
2258	20596	24991
2259	20605	24981
2260	20614	24972
2261	20623	24962
2262	20632	24953
2263	20640	24944
2264	20649	24934
2265	20659	24926
2266	20668	24917
2267	20677	24908
2268	20686	24898
2269	20695	24889
2270	20704	24879
2271	20712	24870
2272	20721	24860
2273	20730	24851
2274	20739	24841
2275	20748	24832
2276	20757	24823
2277	20767	24815
2278	20777	24807
2279	20786	24797
2280	20795	24788
2281	20804	24778
2282	20813	24770
2283	20822	24760
2284	20831	24751
2285	20840	24741
2286	20848	24732
2287	20857	24722
2288	20866	24713
2289	20876	24705
2290	20887	24698
2291	20895	24688
2292	20904	24679
2293	20913	24669
2294	20922	24660
2295	20931	24650
2296	20939	24640
2297	20948	24631
2298	20957	24621
2299	20966	24612
2300	20974	24602
2301	20983	24593
2302	20992	24583
2303	21000	24574
2304	21009	24564
2305	21018	24554
2306	21026	24545
2307	21035	24535
2308	21044	24525
2309	21053	24516
2310	21061	24506
2311	21070	24497
2312	21079	24487
2313	21087	24478
2314	21096	24468
2315	21105	24458
2316	21113	24449
2317	21122	24439
2318	21131	24430
2319	21140	24420
2320	21148	24410
2321	21157	24400
2322	21166	24391
2323	21175	24382
2324	21183	24372
2325	21192	24362
2326	21201	24353
2327	21209	24343
2328	21219	24335
2329	21228	24325
2330	21236	24316
2331	21245	24306
2332	21254	24297
2333	21263	24287
2334	21272	24278
2335	21280	24268
2336	21289	24258
2337	21297	24249
2338	21306	24239
2339	21314	24229
2340	21323	24220
2341	21332	24210
2342	21343	24203
2343	21352	24194
2344	21361	24185
2345	21370	24176
2346	21379	24166
2347	21388	24157
2348	21397	24148
2349	21405	24138
2350	21414	24128
2351	21424	24120
2352	21433	24111
2353	21443	24103
2354	21451	24093
2355	21461	24084
2356	21470	24075
2357	21478	24065
2358	21487	24056
2359	21496	24046
2360	21504	24036
2361	21513	24027
2362	21522	24017
2363	21532	24010
2364	21541	24000
2365	21549	23990
2366	21558	23981
2367	21568	23973
2368	21577	23964
2369	21586	23954
2370	21595	23945
2371	21603	23935
2372	21612	23926
2373	21621	23916
2374	21629	23906
2375	21638	23896
2376	21646	23886
2377	21655	23877
2378	21663	23867
2379	21672	23857
2380	21680	23848
2381	21689	23838
2382	21698	23829
2383	21707	23819
2384	21715	23809
2385	21724	23799
2386	21732	23790
2387	21741	23780
2388	21749	23770
2389	21758	23761
2390	21766	23751
2391	21777	23743
2392	21786	23734
2393	21795	23725
2394	21804	23716
2395	21812	23706
2396	21821	23696
2397	21830	23687
2398	21838	23677
2399	21847	23667
2400	21856	23658
2401	21866	23650
2402	21875	23641
2403	21883	23631
2404	21892	23621
2405	21900	23612
2406	21909	23602
2407	21917	23592
2408	21926	23583
2409	21935	23573
2410	21943	23563
2411	21952	23554
2412	21960	23544
2413	21969	23535
2414	21978	23526
2415	21987	23516
2416	21996	23507
2417	22005	23497
2418	22013	23487
2419	22022	23478
2420	22030	23468
2421	22039	23459
2422	22048	23449
2423	22057	23441
2424	22068	23433
2425	22076	23423
2426	22085	23414
2427	22094	23404
2428	22102	23395
2429	22111	23385
2430	22120	23375
2431	22128	23366
2432	22137	23356
2433	22145	23346
2434	22154	23337
2435	22163	23328
2436	22172	23319
2437	22181	23309
2438	22190	23300
2439	22199	23290
2440	22208	23282
2441	22218	23273
2442	22226	23263
2443	22235	23254
2444	22245	23246
2445	22254	23237
2446	22263	23227
2447	22273	23219
2448	22282	23210
2449	22292	23202
2450	22301	23192
2451	22311	23185
2452	22320	23175
2453	22329	23166
2454	22338	23157
2455	22347	23148
2456	22355	23138
2457	22364	23129
2458	22373	23119
2459	22383	23111
2460	22392	23102
2461	22401	23092
2462	22410	23083
2463	22418	23074
2464	22427	23064
2465	22436	23054
2466	22444	23045
2467	22453	23035
2468	22461	23026
2469	22470	23016
2470	22480	23008
2471	22489	22998
2472	22498	22989
2473	22506	22979
2474	22515	22970
2475	22523	22960
2476	22532	22950
2477	22541	22941
2478	22549	22931
2479	22558	22922
2480	22567	22912
2481	22576	22903
2482	22585	22894
2483	22593	22884
2484	22602	22875
2485	22611	22865
2486	22619	22856
2487	22628	22846
2488	22637	22837
2489	22645	22827
2490	22654	22817
2491	22663	22808
2492	22672	22799
2493	22681	22790
2494	22689	22780
2495	22698	22771
2496	22707	22761
2497	22715	22752
2498	22724	22742
2499	22733	22733
2500	22742	22723
2501	22750	22714
2502	22759	22704
2503	22768	22695
2504	22777	22686
2505	22786	22677
2506	22795	22667
2507	22803	22658
2508	22812	22648
2509	22823	22641
2510	22831	22631
2511	22840	22622
2512	22849	22613
2513	22859	22604
2514	22868	22595
2515	22876	22585
2516	22885	22576
2517	22894	22566
2518	22902	22557
2519	22911	22547
2520	22919	22537
2521	22928	22528
2522	22936	22518
2523	22945	22509
2524	22955	22501
2525	22964	22491
2526	22973	22482
2527	22982	22473
2528	22991	22463
2529	23000	22454
2530	23008	22445
2531	23019	22437
2532	23027	22427
2533	23036	22417
2534	23044	22408
2535	23053	22399
2536	23062	22389
2537	23070	22379
2538	23079	22370
2539	23088	22361
2540	23097	22351
2541	23106	22342
2542	23114	22333
2543	23123	22323
2544	23132	22314
2545	23141	22305
2546	23150	22295
2547	23158	22286
2548	23167	22276
2549	23176	22267
2550	23185	22258
2551	23194	22248
2552	23203	22240
2553	23213	22232
2554	23223	22223
2555	23231	22213
2556	23240	22204
2557	23249	22194
2558	23257	22185
2559	23266	22175
2560	23275	22167
2561	23284	22157
2562	23294	22149
2563	23304	22141
2564	23313	22131
2565	23322	22122
2566	23331	22113
2567	23340	22104
2568	23350	22095
2569	23358	22086
2570	23367	22076
2571	23377	22068
2572	23386	22059
2573	23397	22052
2574	23406	22042
2575	23415	22033
2576	23424	22024
2577	23433	22015
2578	23441	22005
2579	23451	21997
2580	23461	21989
2581	23470	21979
2582	23478	21969
2583	23488	21961
2584	23498	21952
2585	23506	21943
2586	23515	21933
2587	23524	21924
2588	23533	21915
2589	23542	21906
2590	23550	21896
2591	23559	21887
2592	23568	21877
2593	23577	21868
2594	23586	21859
2595	23595	21850
2596	23604	21841
2597	23614	21832
2598	23624	21824
2599	23633	21815
2600	23642	21805
2601	23650	21796
2602	23659	21787
2603	23668	21778
2604	23677	21768
2605	23686	21759
2606	23694	21749
2607	23703	21740
2608	23712	21731
2609	23721	21721
2610	23729	21712
2611	23738	21702
2612	23747	21693
2613	23755	21683
2614	23764	21674
2615	23773	21664
2616	23782	21655
2617	23792	21647
2618	23801	21638
2619	23810	21629
2620	23818	21619
2621	23827	21610
2622	23837	21602
2623	23846	21592
2624	23855	21583
2625	23864	21574
2626	23872	21564
2627	23881	21555
2628	23890	21545
2629	23899	21536
2630	23909	21528
2631	23917	21518
2632	23926	21509
2633	23935	21500
2634	23944	21490
2635	23952	21481
2636	23961	21472
2637	23970	21462
2638	23980	21453
2639	23988	21444
2640	23998	21435
2641	24007	21426
2642	24016	21417
2643	24025	21408
2644	24034	21399
2645	24044	21390
2646	24053	21381
2647	24062	21372
2648	24070	21362
2649	24079	21353
2650	24087	21343
2651	24096	21334
2652	24105	21324
2653	24113	21315
2654	24122	21305
2655	24131	21296
2656	24139	21286
2657	24148	21277
2658	24158	21269
2659	24167	21260
2660	24176	21251
2661	24185	21241
2662	24194	21232
2663	24204	21224
2664	24213	21215
2665	24222	21205
2666	24231	21196
2667	24240	21187
2668	24249	21178
2669	24258	21169
2670	24266	21159
2671	24275	21149
2672	24283	21140
2673	24292	21131
2674	24301	21121
2675	24309	21112
2676	24318	21102
2677	24327	21093
2678	24336	21084
2679	24344	21074
2680	24353	21064
2681	24362	21055
2682	24370	21046
2683	24379	21036
2684	24388	21027
2685	24397	21018
2686	24407	21010
2687	24416	21001
2688	24425	20991
2689	24434	20983
2690	24443	20973
2691	24452	20964
2692	24461	20955
2693	24470	20946
2694	24479	20936
2695	24487	20927
2696	24496	20918
2697	24505	20908
2698	24514	20899
2699	24523	20890
2700	24532	20881
2701	24541	20872
2702	24550	20863
2703	24559	20853
2704	24568	20844
2705	24576	20835
2706	24587	20827
2707	24596	20818
2708	24606	20809
2709	24615	20800
2710	24624	20791
2711	24634	20782
2712	24642	20773
2713	24651	20764
2714	24660	20754
2715	24669	20745
2716	24678	20736
2717	24687	20727
2718	24696	20718
2719	24705	20708
2720	24713	20699
2721	24722	20690
2722	24731	20680
2723	24740	20671
2724	24749	20662
2725	24759	20654
2726	24768	20645
2727	24777	20635
2728	24785	20626
2729	24795	20617
2730	24804	20608
2731	24814	20600
2732	24823	20591
2733	24832	20582
2734	24841	20572
2735	24850	20563
2736	24859	20553
2737	24867	20544
2738	24877	20535
2739	24885	20526
2740	24894	20517
2741	24905	20509
2742	24914	20500
2743	24923	20491
2744	24932	20482
2745	24942	20473
2746	24950	20463
2747	24959	20454
2748	24968	20445
2749	24977	20436
2750	24987	20427
2751	24996	20418
2752	25005	20409
2753	25014	20400
2754	25024	20392
2755	25034	20383
2756	25043	20374
2757	25052	20365
2758	25061	20356
2759	25070	20346
2760	25080	20338
2761	25089	20329
2762	25097	20320
2763	25106	20310
2764	25117	20302
2765	25127	20294
2766	25136	20285
2767	25145	20276
2768	25154	20267
2769	25163	20257
2770	25172	20248
2771	25180	20239
2772	25189	20229
2773	25198	20220
2774	25207	20211
2775	25217	20202
2776	25226	20193
2777	25234	20184
2778	25243	20174
2779	25252	20165
2780	25260	20155
2781	25269	20146
2782	25278	20137
2783	25287	20128
2784	25295	20118
2785	25304	20109
2786	25313	20099
2787	25322	20090
2788	25330	20081
2789	25341	20072
2790	25349	20063
2791	25358	20054
2792	25368	20046
2793	25377	20036
2794	25386	20027
2795	25396	20019
2796	25405	20010
2797	25414	20001
2798	25423	19991
2799	25431	19982
2800	25440	19972
2801	25448	19963
2802	25457	19953
2803	25465	19944
2804	25474	19934
2805	25483	19925
2806	25491	19915
2807	25500	19906
2808	25509	19896
2809	25518	19887
2810	25528	19879
2811	25536	19869
2812	25545	19860
2813	25556	19853
2814	25565	19843
2815	25573	19834
2816	25582	19824
2817	25591	19815
2818	25600	19806
2819	25610	19797
2820	25619	19788
2821	25627	19779
2822	25636	19770
2823	25647	19762
2824	25655	19752
2825	25664	19743
2826	25674	19734
2827	25683	19725
2828	25691	19716
2829	25700	19706
2830	25709	19697
2831	25718	19688
2832	25727	19679
2833	25736	19669
2834	25744	19660
2835	25753	19651
2836	25763	19642
2837	25771	19633
2838	25780	19623
2839	25789	19614
2840	25797	19604
2841	25806	19595
2842	25816	19586
2843	25825	19577
2844	25834	19568
2845	25843	19559
2846	25852	19550
2847	25861	19541
2848	25870	19531
2849	25879	19522
2850	25887	19513
2851	25896	19504
2852	25905	19495
2853	25914	19485
2854	25923	19476
2855	25932	19467
2856	25940	19457
2857	25949	19448
2858	25958	19439
2859	25967	19430
2860	25976	19421
2861	25985	19411
2862	25994	19402
2863	26002	19393
2864	26011	19383
2865	26020	19374
2866	26029	19365
2867	26038	19356
2868	26047	19347
2869	26056	19338
2870	26065	19329
2871	26074	19319
2872	26083	19310
2873	26092	19301
2874	26100	19291
2875	26109	19282
2876	26118	19273
2877	26126	19263
2878	26135	19254
2879	26143	19244
2880	26152	19235
2881	26161	19226
2882	26169	19216
2883	26178	19207
2884	26187	19198
2885	26196	19188
2886	26204	19179
2887	26213	19169
2888	26222	19160
2889	26232	19152
2890	26241	19143
2891	26249	19133
2892	26258	19124
2893	26267	19115
2894	26276	19106
2895	26285	19096
2896	26294	19087
2897	26302	19078
2898	26311	19068
2899	26320	19059
2900	26328	19050
2901	26337	19040
2902	26346	19031
2903	26354	19022
2904	26363	19012
2905	26372	19003
2906	26381	18994
2907	26390	18985
2908	26399	18975
2909	26408	18966
2910	26416	18957
2911	26426	18948
2912	26435	18939
2913	26444	18930
2914	26453	18921
2915	26462	18911
2916	26471	18902
2917	26480	18893
2918	26489	18884
2919	26497	18875
2920	26506	18865
2921	26515	18856
2922	26523	18846
2923	26532	18837
2924	26541	18828
2925	26549	18819
2926	26558	18809
2927	26567	18800
2928	26576	18791
2929	26586	18782
2930	26594	18773
2931	26603	18764
2932	26612	18754
2933	26621	18745
2934	26630	18736
2935	26639	18727
2936	26649	18718
2937	26657	18709
2938	26667	18700
2939	26676	18691
2940	26685	18682
2941	26694	18673
2942	26702	18663
2943	26711	18654
2944	26720	18645
2945	26729	18636
2946	26738	18627
2947	26747	18617
2948	26756	18608
2949	26765	18599
2950	26774	18590
2951	26782	18580
2952	26791	18571
2953	26800	18562
2954	26810	18553
2955	26820	18545
2956	26829	18536
2957	26838	18527
2958	26848	18518
2959	26856	18509
2960	26866	18500
2961	26875	18491
2962	26883	18481
2963	26892	18472
2964	26901	18463
2965	26910	18454
2966	26919	18445
2967	26927	18435
2968	26936	18426
2969	26944	18416
2970	26953	18407
2971	26962	18398
2972	26971	18388
2973	26979	18379
2974	26988	18370
2975	26997	18361
2976	27006	18352
2977	27015	18343
2978	27026	18334
2979	27034	18325
2980	27044	18316
2981	27053	18307
2982	27062	18298
2983	27070	18289
2984	27079	18280
2985	27088	18270
2986	27098	18262
2987	27107	18253
2988	27116	18243
2989	27125	18234
2990	27133	18225
2991	27143	18216
2992	27152	18207
2993	27161	18198
2994	27170	18189
2995	27178	18179
2996	27187	18170
2997	27196	18161
2998	27204	18151
2999	27213	18142
3000	27222	18132
3001	27231	18123
3002	27240	18114
3003	27249	18106
3004	27258	18097
3005	27267	18087
3006	27276	18078
3007	27285	18069
3008	27293	18059
3009	27302	18050
3010	27312	18042
3011	27321	18032
3012	27329	18023
3013	27338	18014
3014	27347	18004
3015	27356	17995
3016	27365	17986
3017	27375	17978
3018	27384	17969
3019	27393	17960
3020	27402	17950
3021	27410	17941
3022	27419	17932
3023	27428	17923
3024	27438	17914
3025	27447	17905
3026	27456	17896
3027	27465	17887
3028	27474	17878
3029	27484	17869
3030	27493	17860
3031	27502	17851
3032	27511	17841
3033	27519	17832
3034	27528	17823
3035	27537	17814
3036	27546	17804
3037	27556	17796
3038	27564	17787
3039	27574	17778
3040	27582	17768
3041	27591	17759
3042	27600	17750
3043	27610	17741
3044	27619	17732
3045	27627	17722
3046	27636	17713
3047	27644	17704
3048	27654	17695
3049	27663	17686
3050	27672	17677
3051	27681	17668
3052	27690	17659
3053	27699	17650
3054	27708	17640
3055	27716	17631
3056	27725	17621
3057	27733	17612
3058	27742	17603
3059	27751	17593
3060	27759	17584
3061	27768	17575
3062	27777	17565
3063	27786	17556
3064	27795	17547
3065	27804	17538
3066	27812	17529
3067	27821	17520
3068	27830	17510
3069	27838	17501
3070	27847	17492
3071	27857	17483
3072	27865	17473
3073	27876	17465
3074	27884	17456
3075	27893	17446
3076	27902	17438
3077	27911	17428
3078	27919	17419
3079	27928	17410
3080	27937	17400
3081	27946	17391
3082	27955	17382
3083	27963	17373
3084	27972	17363
3085	27981	17354
3086	27990	17345
3087	27999	17336
3088	28008	17327
3089	28016	17317
3090	28025	17308
3091	28033	17299
3092	28042	17289
3093	28051	17280
3094	28060	17271
3095	28070	17262
3096	28078	17253
3097	28089	17245
3098	28099	17236
3099	28108	17227
3100	28117	17218
3101	28125	17209
3102	28134	17199
3103	28143	17190
3104	28152	17181
3105	28162	17172
3106	28170	17163
3107	28179	17154
3108	28188	17145
3109	28197	17136
3110	28206	17126
3111	28215	17117
3112	28223	17108
3113	28233	17099
3114	28243	17090
3115	28251	17081
3116	28260	17072
3117	28269	17063
3118	28278	17054
3119	28287	17045
3120	28296	17035
3121	28306	17027
3122	28314	17017
3123	28324	17009
3124	28332	16999
3125	28341	16990
3126	28350	16981
3127	28358	16971
3128	28367	16962
3129	28376	16953
3130	28385	16943
3131	28395	16935
3132	28404	16926
3133	28414	16917
3134	28422	16908
3135	28431	16899
3136	28440	16890
3137	28449	16880
3138	28457	16871
3139	28466	16862
3140	28475	16853
3141	28484	16844
3142	28493	16835
3143	28503	16826
3144	28512	16817
3145	28520	16807
3146	28529	16798
3147	28538	16789
3148	28546	16780
3149	28555	16770
3150	28564	16761
3151	28573	16752
3152	28582	16743
3153	28590	16733
3154	28599	16724
3155	28608	16715
3156	28617	16706
3157	28625	16696
3158	28634	16687
3159	28644	16678
3160	28652	16669
3161	28661	16660
3162	28671	16651
3163	28680	16642
3164	28688	16633
3165	28698	16624
3166	28707	16615
3167	28716	16606
3168	28725	16597
3169	28734	16587
3170	28743	16578
3171	28751	16569
3172	28760	16559
3173	28768	16550
3174	28777	16541
3175	28786	16532
3176	28794	16522
3177	28803	16513
3178	28811	16504
3179	28820	16494
3180	28829	16485
3181	28838	16476
3182	28847	16467
3183	28856	16458
3184	28864	16448
3185	28873	16439
3186	28882	16430
3187	28891	16421
3188	28900	16412
3189	28909	16403
3190	28920	16394
3191	28928	16385
3192	28937	16376
3193	28945	16366
3194	28954	16357
3195	28963	16348
3196	28971	16339
3197	28980	16329
3198	28989	16320
3199	28997	16311
3200	29006	16302
3201	29015	16292
3202	29023	16283
3203	29032	16274
3204	29041	16264
3205	29049	16255
3206	29058	16246
3207	29067	16237
3208	29076	16228
3209	29085	16219
3210	29094	16209
3211	29103	16200
3212	29111	16191
3213	29120	16182
3214	29129	16172
3215	29137	16163
3216	29147	16154
3217	29156	16145
3218	29165	16136
3219	29173	16127
3220	29182	16117
3221	29191	16108
3222	29200	16099
3223	29208	16090
