iter	Logloss
138	0.5555635076
139	0.5551463315
140	0.5547275577
141	0.5543185342
142	0.5538384965
143	0.5534106583
144	0.5530313576
145	0.5527974111
146	0.5523638835
147	0.5518528838
148	0.5515277734
149	0.5511933547
150	0.5509033552
151	0.5504581584
152	0.5501348401
153	0.5498753144
154	0.5494098269
155	0.5489801666
156	0.5486641194
157	0.5483887367
158	0.5480615002
159	0.5476997864
160	0.5472961811
161	0.5468950605
162	0.5464012527
163	0.5460359736
164	0.5456577904
165	0.5453461812
166	0.5449929925
167	0.5446768788
168	0.544390281
169	0.5440718187
170	0.5436679247
171	0.543363815
172	0.5428345911
173	0.5424942478
174	0.5421966589
175	0.5419613759
176	0.5414367471
177	0.5412211113
178	0.5410082198
179	0.5406405192
180	0.5402662067
181	0.5400089019
182	0.5397631596
183	0.5393590214
184	0.5390261064
185	0.5386661826
186	0.5383947786
187	0.5380331315
188	0.5376824224
189	0.5374499134
190	0.5370420578
191	0.5367448221
192	0.5363629628
193	0.5360094521
194	0.5356888122
195	0.5353300737
196	0.5349547364
197	0.5347548922
198	0.5345333269
199	0.5341186687
200	0.5337448807
201	0.533418568
202	0.5331751821
203	0.5328285544
204	0.5325677967
205	0.5322688687
206	0.53198425
207	0.5316782483
208	0.5313094655
209	0.5309747575
210	0.5305930434
211	0.5301353667
212	0.5298670524
213	0.5295445946
214	0.5292397094
215	0.5288800374
216	0.5285524049
217	0.5282668474
218	0.5279862488
219	0.5277324568
220	0.5274196864
221	0.5271888737
222	0.5268564279
223	0.5264453447
224	0.526138746
225	0.5257473369
226	0.5254825028
227	0.5252216286
228	0.5248967681
229	0.5246070207
230	0.5243724388
231	0.5240972287
232	0.5237402668
233	0.5233422426
234	0.5230785498
235	0.5227900776
236	0.5225875198
237	0.5223489411
238	0.5219859656
239	0.5217210539
240	0.5214505939
241	0.5212078257
242	0.5209888644
243	0.5206550768
244	0.5204419982
245	0.5201407155
246	0.5198577841
247	0.5195766388
248	0.5193611176
249	0.5191293756
250	0.5187551135
251	0.5185637833
252	0.5183378347
253	0.5180958304
254	0.5178079709
255	0.5175250347
256	0.5172908555
257	0.5170402259
258	0.5167481232
259	0.5165670685
260	0.5162845926
261	0.5159741888
262	0.5157815143
263	0.515431692
264	0.5151332716
265	0.5148468987
266	0.5144722657
267	0.5141311515
268	0.5136721595
269	0.5133934321
270	0.5131364636
271	0.5129618522
272	0.5127298273
273	0.5123503615
274	0.5120360953
275	0.5116868906
276	0.5113723079
277	0.5110393233
278	0.5106045634
279	0.5102709841
280	0.5099653709
281	0.5096038398
282	0.5092932994
283	0.5089360062
284	0.5086180282
285	0.5083554845
286	0.5080356557
287	0.5077609458
288	0.5073553824
289	0.5069553735
290	0.5066437881
291	0.5063307467
292	0.5058892702
293	0.5056372784
294	0.5053693594
295	0.5050864334
296	0.5048097998
297	0.5044556731
298	0.5041339578
299	0.5037476743
300	0.5034641352
301	0.5031522271
302	0.502844522
303	0.5025660358
304	0.5020887908
305	0.5018164499
306	0.5014519054
307	0.5011956199
308	0.5007793532
309	0.5002981336
310	0.4998833684
311	0.4995472668
312	0.4992350581
313	0.4989716998
314	0.4987041676
315	0.4984006738
316	0.498129649
317	0.4978347979
318	0.497487065
319	0.4972387682
320	0.4968494397
321	0.4965734757
322	0.4963178825
323	0.4960519902
324	0.4957211468
325	0.4953507839
326	0.495002177
327	0.4946726921
328	0.4943488649
329	0.4940348417
330	0.4937559628
331	0.4935490417
332	0.4932880875
333	0.4929211929
334	0.4927488335
335	0.4923305231
336	0.4920357014
337	0.4917982098
338	0.4914339385
339	0.4911485102
340	0.4909161422
341	0.4905860624
342	0.4902173893
343	0.4899243675
344	0.4896079287
345	0.4892937865
346	0.4889707367
347	0.4886724007
348	0.4884506369
349	0.4881967648
350	0.4878866112
351	0.4876068487
352	0.4872739944
353	0.4869504519
354	0.4865312924
355	0.4862570115
356	0.4859465124
357	0.4856871829
358	0.4853564501
359	0.4850919618
360	0.4847265758
361	0.4843794554
362	0.4840264107
363	0.483682484
364	0.4833456961
365	0.4830434179
366	0.4827164522
367	0.4824722941
368	0.482216294
369	0.4819468149
370	0.4816515889
371	0.4813334813
372	0.48104012
373	0.4807554319
374	0.4804419047
375	0.480210605
376	0.4799488337
377	0.4796538349
378	0.479346306
379	0.4791463083
380	0.4788662172
381	0.4785929876
382	0.4783467022
383	0.478025862
384	0.4777023787
385	0.4774339247
386	0.4771577033
387	0.4769020821
388	0.4765582198
389	0.4763637255
390	0.4761283578
391	0.4758378865
392	0.4755309569
393	0.4752118412
394	0.4748834012
395	0.4746582644
396	0.4743993865
397	0.4741356098
398	0.4739249887
399	0.4736538056
400	0.4734111833
401	0.473112075
402	0.4728246909
403	0.4725128269
404	0.4722585427
405	0.4719843998
406	0.4717398355
407	0.4714500526
408	0.4711433881
409	0.4708877362
410	0.4705741954
411	0.4703313393
412	0.4701202236
413	0.4698338393
414	0.4696551987
415	0.4694162073
416	0.4691912938
417	0.4689479363
418	0.4686349811
419	0.4683982618
420	0.4680851776
421	0.4678675476
422	0.4675420088
423	0.4672687086
424	0.4670163799
425	0.4667844379
426	0.4665374312
427	0.4663102924
428	0.466072613
429	0.465728502
430	0.4655107413
431	0.4652583015
432	0.4650275495
433	0.4647579215
434	0.4645414361
435	0.4643179097
436	0.4640756951
437	0.4638091757
438	0.4635948065
439	0.4633891699
440	0.4630921089
441	0.4628587926
442	0.4626405242
443	0.4623687334
444	0.4620986863
445	0.4617761827
446	0.4615222192
447	0.4610800754
448	0.4608386396
449	0.4605835823
450	0.4603434385
451	0.4601028732
452	0.4598717323
453	0.4596204853
454	0.4594391411
455	0.4592334658
456	0.4589974859
457	0.4587562273
458	0.4584586011
459	0.4581614639
460	0.4580016042
461	0.4577920256
462	0.4575855215
463	0.4573301002
464	0.4570625436
465	0.4568379232
466	0.4566728259
467	0.4564917074
468	0.4561754975
469	0.4559154531
470	0.4556112214
471	0.4553770322
472	0.4552031828
473	0.4550018778
474	0.4548092201
475	0.4545642105
476	0.4543213646
477	0.4540560971
478	0.4538534397
479	0.453590295
480	0.4532912062
481	0.4531340288
482	0.4529371662
483	0.4527286281
484	0.4524944937
485	0.4521201018
486	0.4518708542
487	0.4516599465
488	0.4513549415
489	0.4511845487
490	0.4510180368
491	0.4508005767
492	0.4505022824
493	0.4502942484
494	0.4500979282
495	0.4498939707
496	0.4496885946
497	0.4494548026
498	0.4492067582
499	0.4490174033
500	0.4487184795
501	0.4485025029
502	0.4482375416
503	0.4480373388
504	0.4478328104
505	0.4476269124
506	0.4474390877
507	0.4472258212
508	0.4470233697
509	0.446773294
510	0.4464384233
511	0.446185882
512	0.4459853625
513	0.4458386437
514	0.4455759816
515	0.4454198212
516	0.4451969492
517	0.4449484738
518	0.4448006362
519	0.4445326277
520	0.4443112918
521	0.4441403441
522	0.4439501329
523	0.4437681001
524	0.443525576
525	0.4433046637
526	0.443100469
527	0.4428972004
528	0.4427012411
529	0.4425234782
530	0.4423925377
531	0.4421691639
532	0.4419712236
533	0.4417287533
534	0.4415172964
535	0.4413165373
536	0.4410867939
537	0.4408642647
538	0.4406502624
539	0.4404630879
540	0.4402990819
541	0.4400684251
542	0.4398357575
543	0.4396322521
544	0.4393854184
545	0.4391796844
546	0.4390140787
547	0.4387993476
548	0.4386153839
549	0.4383505094
550	0.4381807201
551	0.4380332652
552	0.4378508529
553	0.4376138025
554	0.4374202159
555	0.4372293648
556	0.4369724747
557	0.4368290863
558	0.4366521791
559	0.4364608276
560	0.4362860141
561	0.436135467
562	0.4359416642
563	0.4357113821
564	0.4354952917
565	0.435363735
566	0.4351672589
567	0.4349321907
568	0.4347285495
569	0.434497868
570	0.4342960677
571	0.4341285505
572	0.4338176795
573	0.4336309057
574	0.4333975106
575	0.4332446926
576	0.4330934058
577	0.4329028548
578	0.4326812966
579	0.4325264508
580	0.4322383888
581	0.4320052019
582	0.4317548197
583	0.4315674677
584	0.4313760641
585	0.4312376675
586	0.4311154042
587	0.4308723395
588	0.4306112082
589	0.4303552723
590	0.4302293412
591	0.4300843051
592	0.4298984106
593	0.4297330743
594	0.4295492132
595	0.4293613567
596	0.4291839342
597	0.429024076
598	0.4288265848
599	0.428643929
600	0.428469376
601	0.4283043449
602	0.4281591933
603	0.4280118717
604	0.427819397
605	0.4276685065
606	0.4275081183
607	0.4273321687
608	0.4271210847
609	0.4268908365
610	0.4266362717
611	0.426482044
612	0.4262959736
613	0.4261614639
614	0.425933455
615	0.4257417447
616	0.4255188068
617	0.4252445883
618	0.4250763886
619	0.4249884361
620	0.4248277103
621	0.4246058299
622	0.4244142385
623	0.4242477256
624	0.4240696036
625	0.4239395491
626	0.4237902174
627	0.4235484492
628	0.4234305798
629	0.4232370301
630	0.4230766791
631	0.4228726768
632	0.4226558951
633	0.4225292622
634	0.4223443381
635	0.4221006976
636	0.4219881397
637	0.4218031208
638	0.4216717928
639	0.4215228944
640	0.4213079429
641	0.4211790637
642	0.4209549305
643	0.4206987562
644	0.4205207673
645	0.4204198736
646	0.4202793027
647	0.4200800013
648	0.4199705541
649	0.419837837
650	0.4196370076
651	0.4194210537
652	0.4192565063
653	0.419078389
654	0.4189112555
655	0.4187393704
656	0.418610441
657	0.4184076198
658	0.4182081246
659	0.4180899779
660	0.4179403349
661	0.417797874
662	0.4176394309
663	0.4174471579
664	0.417257658
665	0.4170803976
666	0.4169028109
667	0.416714952
668	0.4165368648
669	0.416373957
670	0.4161980806
671	0.4160473825
672	0.4159612295
673	0.4157497602
674	0.4156189449
675	0.4154871283
676	0.4152690943
677	0.4151239434
678	0.4149386427
679	0.4147523054
680	0.4146335174
681	0.414413763
682	0.4142588435
683	0.4140290774
684	0.4138655939
685	0.4137176285
686	0.413550285
687	0.4134567501
688	0.413318068
689	0.4132341019
690	0.4129965137
691	0.4128217966
692	0.4126601782
693	0.412511238
694	0.4123298839
695	0.4121254639
696	0.4119661372
697	0.4117923972
698	0.411660012
699	0.4114723289
700	0.4113622475
701	0.4111281087
702	0.4109754989
703	0.4107754158
704	0.4106063842
705	0.4104433343
706	0.410296343
707	0.4101654569
708	0.4099782162
709	0.4098749507
710	0.4097286538
711	0.4095460112
712	0.4093948856
713	0.4093074636
714	0.4091581501
715	0.4090163639
716	0.4089101163
717	0.408777015
718	0.408693208
719	0.4085083807
720	0.4083408838
721	0.4081331917
722	0.4079583589
723	0.4077975341
724	0.4076588172
725	0.4075050605
726	0.4073066419
727	0.4071098417
728	0.4069142199
729	0.4067503375
730	0.4065723335
731	0.4064988229
732	0.4063236818
733	0.4061953691
734	0.4060215279
735	0.4058655374
736	0.4055861283
737	0.405446089
738	0.4052812522
739	0.4051076074
740	0.4049338648
741	0.4048016127
742	0.4046705103
743	0.4045901172
744	0.4044488995
745	0.4043015557
746	0.4042062265
747	0.4040928988
748	0.4039515358
749	0.4037336652
750	0.4036375447
751	0.4034666482
752	0.4033041827
753	0.4031296904
754	0.4029252994
755	0.4028168556
756	0.4026703442
757	0.4025026783
758	0.402407289
759	0.4022919945
760	0.4021614839
761	0.4019882013
762	0.4018413975
763	0.4017605113
764	0.4016197537
765	0.4015423958
766	0.4013691255
767	0.4012176814
768	0.4010591449
769	0.4008896711
770	0.4006853502
771	0.4005037914
772	0.400300983
773	0.400175889
774	0.4000323473
775	0.3998933077
776	0.3998152547
777	0.3996955142
778	0.3995331519
779	0.3993636038
780	0.3992039488
781	0.3991280769
782	0.3989796257
783	0.3988825481
784	0.3987936028
785	0.3986359244
786	0.3984203303
787	0.3982541612
788	0.3981383841
789	0.3979806968
790	0.3978121142
791	0.3977513831
792	0.3976104528
793	0.3974352802
794	0.397287956
795	0.3971534796
796	0.396978288
797	0.3968418398
798	0.3967404733
799	0.3966301333
800	0.3964927994
801	0.3963454696
802	0.3961535427
803	0.3960255036
804	0.3958829329
805	0.395738527
806	0.3956044763
807	0.3954575262
808	0.3952876267
809	0.3951435221
810	0.3950680096
811	0.3949479374
812	0.3947909899
813	0.3946668503
814	0.3945226843
815	0.3944492265
816	0.3943301155
817	0.3942514498
818	0.3940896051
819	0.3939984427
820	0.3938592398
821	0.3936465471
822	0.3935027072
823	0.393372758
824	0.3931774985
825	0.39309324
826	0.3929117749
827	0.3927393853
828	0.3926699041
829	0.392503037
830	0.3923637
831	0.3922207214
832	0.3920557823
833	0.3919145733
834	0.3917711552
835	0.3915917331
836	0.3914252031
837	0.3913051645
838	0.3912303762
839	0.3911441714
840	0.3909547297
841	0.3908709288
842	0.3907055921
843	0.3905979271
844	0.3904529592
845	0.3903055229
846	0.3901167175
847	0.3899635744
848	0.389786712
849	0.3896957745
850	0.3895310238
851	0.3893929553
852	0.3892539485
853	0.3890705297
854	0.3888406666
855	0.3887723512
856	0.3886389232
857	0.3885386774
858	0.3883769487
859	0.3882435475
860	0.3881430321
861	0.3879950126
862	0.387878332
863	0.3878354279
864	0.3877024495
865	0.387541578
866	0.3874075473
867	0.3872928909
868	0.3871262291
869	0.3870101329
870	0.3869083819
871	0.3867470214
872	0.3865814486
873	0.3863812835
874	0.386264387
875	0.3861946352
876	0.3860830652
877	0.3859641461
878	0.3858278055
879	0.3857409231
880	0.3855487022
881	0.38541822
882	0.3853021502
883	0.3851654744
884	0.3850242215
885	0.3849476206
886	0.3848886439
887	0.3847512386
888	0.3846646648
889	0.3845497165
890	0.3844280636
891	0.3843444726
892	0.3842627845
893	0.3841265149
894	0.3840895644
895	0.3840173402
896	0.3838198565
897	0.3837011947
898	0.3836254055
899	0.3835627165
900	0.3834112697
901	0.3832774016
902	0.38316119
903	0.3830808063
904	0.3829206365
905	0.3827437912
906	0.3826204654
907	0.3824258293
908	0.3823314954
909	0.3822173517
910	0.3821029967
911	0.381984779
912	0.3819438169
913	0.3817810906
914	0.3815901522
915	0.3814304368
916	0.381293364
917	0.381189526
918	0.3810594
919	0.3809456488
920	0.38086304
921	0.3807484729
922	0.3807137776
923	0.3805751169
924	0.3805107814
925	0.3804755844
926	0.3802899844
927	0.3801131066
928	0.3800252416
929	0.3799913578
930	0.3798389946
931	0.3797065204
932	0.3795327243
933	0.3794560489
934	0.3793173895
935	0.3791668282
936	0.3790690258
937	0.378934705
938	0.3789014453
939	0.3787847153
940	0.3786480278
941	0.3785259585
942	0.3783779721
943	0.3783254323
944	0.3782149242
945	0.3781520687
946	0.3780092395
947	0.37782988
948	0.377689104
949	0.3775417024
950	0.3774818197
951	0.3774206761
952	0.3773316796
953	0.3772948235
954	0.3771076302
955	0.3769963682
956	0.3769068725
957	0.3768439274
958	0.3766544089
959	0.3765271409
960	0.3764979421
961	0.3763495375
962	0.3763205155
963	0.3761676802
964	0.376057592
965	0.3759889232
966	0.3758813548
967	0.3756755323
968	0.3755092508
969	0.3753672715
970	0.3752665295
971	0.3751393782
972	0.3750505064
973	0.3749412407
974	0.3748845558
975	0.3747967956
976	0.3746774694
977	0.3745406159
978	0.3744756755
979	0.374329835
980	0.3741188078
981	0.3740341183
982	0.3738622031
983	0.3737962024
984	0.3736649561
985	0.3735994216
986	0.3734781378
987	0.3733492082
988	0.3731750622
989	0.3731374618
990	0.373101926
991	0.3729774847
992	0.3728205281
993	0.3727409248
994	0.3725916979
995	0.3724710304
996	0.3723307546
997	0.3722996396
998	0.372243583
999	0.3720730439
1000	0.3719749221
1001	0.3718694182
1002	0.371688547
1003	0.371542355
1004	0.3714124564
1005	0.371239445
1006	0.3711000331
1007	0.3710250226
1008	0.3709311904
1009	0.3708394829
1010	0.3708034564
1011	0.3707519315
1012	0.3706054453
1013	0.3704622827
1014	0.3703366253
1015	0.3702843163
1016	0.3701990931
1017	0.3701665822
1018	0.3701078392
1019	0.3699923613
1020	0.3699453465
1021	0.3698158358
1022	0.3697071351
1023	0.3695460868
1024	0.3694295655
1025	0.3693126497
1026	0.3692776831
1027	0.3691302773
1028	0.3689814665
1029	0.3688777158
1030	0.3687668593
1031	0.3686396581
1032	0.368516407
1033	0.3683779902
1034	0.3682068912
1035	0.3680188181
1036	0.3679901334
1037	0.3679141431
1038	0.367790671
1039	0.3677272035
1040	0.3676061562
1041	0.3675227
1042	0.3674273014
1043	0.3673514849
1044	0.3672873938
1045	0.36714829
1046	0.3670224158
1047	0.3668367574
1048	0.3667831703
1049	0.3666064763
1050	0.3665775216
1051	0.3664838176
1052	0.3663947526
1053	0.366242884
1054	0.3661246054
1055	0.3659804422
1056	0.3658615915
1057	0.3656842361
1058	0.3656559336
1059	0.3655973222
1060	0.3655672171
1061	0.3654070942
1062	0.3652992468
1063	0.3652701333
1064	0.3651488778
1065	0.3650308713
1066	0.3648866886
1067	0.364724011
1068	0.3646042244
1069	0.3644801673
1070	0.3643859601
1071	0.3642596634
1072	0.3642070817
1073	0.3641443348
1074	0.3639888025
1075	0.3639193299
1076	0.3638014362
1077	0.3637369976
1078	0.3636236125
1079	0.3634455918
1080	0.3632672176
1081	0.3630921799
1082	0.3629332108
1083	0.3628788543
1084	0.3627601326
1085	0.3626365933
1086	0.3625073241
1087	0.3623932913
1088	0.3623307349
1089	0.3622071266
1090	0.362123862
1091	0.3619812611
1092	0.3618805156
1093	0.3618006074
1094	0.3617500959
1095	0.3617255392
1096	0.361698296
1097	0.3615595324
1098	0.3614825295
1099	0.3613714487
1100	0.3613098602
1101	0.3612237395
1102	0.3610742004
1103	0.3609946726
1104	0.3609491653
1105	0.36091733
1106	0.3608895911
1107	0.3607914823
1108	0.3607270274
1109	0.3605988948
1110	0.3605112943
1111	0.360390652
1112	0.3602588892
1113	0.3601315076
1114	0.3600148546
1115	0.3598471958
1116	0.3598148786
1117	0.3597700422
1118	0.3596524336
1119	0.3595347271
1120	0.359476778
1121	0.3593860247
1122	0.359318175
1123	0.3592550041
1124	0.3591631883
1125	0.3590548133
1126	0.358915771
1127	0.3588032853
1128	0.3586528449
1129	0.3585763542
1130	0.3584601401
1131	0.3582904801
1132	0.3581740434
1133	0.3580517931
1134	0.3579150786
1135	0.3578558434
1136	0.3577579269
1137	0.357732259
1138	0.3576887427
1139	0.357606255
1140	0.3574645633
1141	0.3573450293
1142	0.3572020904
1143	0.3571348132
1144	0.3571039724
1145	0.3570510142
1146	0.3568841073
1147	0.3568559007
1148	0.3568063818
1149	0.3566897831
1150	0.3566358935
1151	0.3565646242
1152	0.3564517895
1153	0.3563257013
1154	0.3562141804
1155	0.3560406872
1156	0.3559051208
1157	0.3557759801
1158	0.3556631843
1159	0.3555677793
1160	0.3555239545
1161	0.3554148307
1162	0.3553646456
1163	0.355252015
1164	0.3551953744
1165	0.355084432
1166	0.354970684
1167	0.354858646
1168	0.354730068
1169	0.3546252877
1170	0.3545367273
1171	0.3544755771
1172	0.3543967303
1173	0.3542992361
1174	0.3541605397
1175	0.3540444493
1176	0.3540141671
1177	0.3539622418
1178	0.3539345503
1179	0.353906793
1180	0.3538420803
1181	0.3537274225
1182	0.3536571324
1183	0.3535259134
1184	0.3533955261
1185	0.3532892969
1186	0.3532221233
1187	0.3530922273
1188	0.3530183723
1189	0.352888943
1190	0.3528297463
1191	0.352718709
1192	0.3526503176
1193	0.3526211654
1194	0.3525716952
1195	0.352487011
1196	0.3523779772
1197	0.3522196996
1198	0.3520901031
1199	0.3520234446
1200	0.3518697122
1201	0.3517696332
1202	0.351724686
1203	0.3516353965
1204	0.3515120726
1205	0.3514665627
1206	0.3514384452
1207	0.3513773321
1208	0.3512864843
1209	0.3511862456
1210	0.351062247
1211	0.3509408516
1212	0.3508241283
1213	0.3507725588
1214	0.3506636167
1215	0.3504982623
1216	0.3504340613
1217	0.3503039902
1218	0.3502614334
1219	0.350149344
1220	0.3500781619
1221	0.349946096
1222	0.3498960537
1223	0.3498678873
1224	0.3497600805
1225	0.3496596919
1226	0.3495985882
1227	0.349571465
1228	0.3495453266
1229	0.3494072285
1230	0.3492812735
1231	0.349216589
1232	0.3490928388
1233	0.3490291945
1234	0.348910991
1235	0.3488166851
1236	0.3486761368
1237	0.3486285088
1238	0.348602351
1239	0.3484581372
1240	0.3483869008
1241	0.3482468026
1242	0.3481320994
1243	0.3480480432
1244	0.347920211
1245	0.3478576199
1246	0.3477378019
1247	0.3476050174
1248	0.3474801953
1249	0.3473598336
1250	0.3472165863
1251	0.3470587689
1252	0.3470078585
1253	0.3468637793
1254	0.3468148249
1255	0.3467420728
1256	0.3465951078
1257	0.3465050787
1258	0.3463982336
1259	0.3463106679
1260	0.3462104017
1261	0.3460846843
1262	0.3459678209
1263	0.3458430317
1264	0.3456923295
1265	0.3456355628
1266	0.3455217252
1267	0.3454429582
1268	0.3453388842
1269	0.3452944176
1270	0.3452415593
1271	0.3451526128
1272	0.3451046453
1273	0.3450594799
1274	0.344992759
1275	0.3448548073
1276	0.3447425123
1277	0.3447163284
1278	0.3446756459
1279	0.344633917
1280	0.3445661866
1281	0.3445134806
1282	0.3444889896
1283	0.3443621155
1284	0.3442175324
1285	0.3441266151
1286	0.3440210017
1287	0.3439181769
1288	0.3438464291
1289	0.3437583934
1290	0.3436584023
1291	0.3435644667
1292	0.3435326979
1293	0.3434899461
1294	0.3434661756
1295	0.3433529919
1296	0.3433008408
1297	0.3432254946
1298	0.3431635391
1299	0.3430271544
1300	0.3429534503
1301	0.3428900568
1302	0.3428298074
1303	0.3427081662
1304	0.3426045994
1305	0.3425781283
1306	0.3425404498
1307	0.3423980496
1308	0.3423529731
1309	0.3422937985
1310	0.3421743695
1311	0.3420589995
1312	0.3419253002
1313	0.3418212055
1314	0.341717297
1315	0.341577546
1316	0.3414814896
1317	0.341447677
1318	0.3414030655
1319	0.3412692132
1320	0.3412231234
1321	0.3411597767
1322	0.3410272917
1323	0.3408984245
1324	0.3407887906
1325	0.340641523
1326	0.3406164468
1327	0.3405537652
1328	0.3404704576
1329	0.3403445494
1330	0.3403192219
1331	0.3402141318
1332	0.3401185963
1333	0.340075424
1334	0.3400046525
1335	0.3399651014
1336	0.3399101971
1337	0.339853023
1338	0.3398099682
1339	0.3396750182
1340	0.3395684613
1341	0.3394798063
1342	0.3394533964
1343	0.3393544332
1344	0.339331088
1345	0.3391833042
1346	0.3390951981
1347	0.3389962159
1348	0.3389386972
1349	0.3388272834
1350	0.3387349803
1351	0.3386422364
1352	0.3385039881
1353	0.3383754081
1354	0.338331945
1355	0.3382063879
1356	0.3380846765
1357	0.3380203778
1358	0.3379212547
1359	0.3377981714
1360	0.3377569475
1361	0.3376943163
1362	0.3375927179
1363	0.3374847356
1364	0.3374372257
1365	0.3372805934
1366	0.3371836271
1367	0.3371255523
1368	0.3370115874
1369	0.3369859531
1370	0.3368667436
1371	0.3367616142
1372	0.3366731758
1373	0.3365487271
1374	0.3364248492
1375	0.33633911
1376	0.3361836185
1377	0.3361614738
1378	0.336109882
1379	0.3360473122
1380	0.3359348599
1381	0.3358617409
1382	0.3358204685
1383	0.3357695079
1384	0.3356797595
1385	0.3355836674
1386	0.3355225013
1387	0.335479678
1388	0.3353572716
1389	0.3352966405
1390	0.3351194515
1391	0.335023965
1392	0.3349995454
1393	0.3349765168
1394	0.3348650188
1395	0.3348209981
1396	0.3347463652
1397	0.3346047945
1398	0.3345599162
1399	0.3344679579
1400	0.3344442563
1401	0.3343321144
1402	0.3342364416
1403	0.3341930564
1404	0.3341209891
1405	0.3340036322
1406	0.3339640573
1407	0.3338260173
1408	0.3337141502
1409	0.3335709392
1410	0.3334832397
1411	0.3333604112
1412	0.3332716611
1413	0.3332273649
1414	0.3331205693
1415	0.3330968258
1416	0.332997645
1417	0.3329387985
1418	0.332824928
1419	0.3327084249
1420	0.3326644047
1421	0.3325604277
1422	0.3324885159
1423	0.3324500819
1424	0.3323466995
1425	0.3322352696
1426	0.3321671301
1427	0.3320178705
1428	0.3319190875
1429	0.3318411668
1430	0.3317444933
1431	0.3316821262
1432	0.3315718591
1433	0.3314446791
1434	0.3313409585
1435	0.331280648
1436	0.3312388844
1437	0.3311109426
1438	0.3310231298
1439	0.3309128173
1440	0.3307910555
1441	0.3306991075
1442	0.3306154433
1443	0.3305719623
1444	0.3305215369
1445	0.3304121158
1446	0.3303170451
1447	0.3302175797
1448	0.3300868701
1449	0.330029505
1450	0.3299724437
1451	0.3298748826
1452	0.3297696125
1453	0.3297216303
1454	0.3295861488
1455	0.3294833112
1456	0.3293817305
1457	0.329351233
1458	0.3292392228
1459	0.329199081
1460	0.3291057373
1461	0.3290119949
1462	0.3289263707
1463	0.328834306
1464	0.3287823766
1465	0.3286682038
1466	0.3285833977
1467	0.3284700173
1468	0.3283728256
1469	0.3283240462
1470	0.3282556933
1471	0.3282005937
1472	0.3281607216
1473	0.328073794
1474	0.3280231094
1475	0.3278962455
1476	0.327819716
1477	0.3277817748
1478	0.3277579797
1479	0.3277063824
1480	0.3276784476
1481	0.3275399847
1482	0.3274503086
1483	0.3274216807
1484	0.3273687891
1485	0.3273156866
1486	0.3271822091
1487	0.3270700277
1488	0.3269964827
1489	0.3269556817
1490	0.3268597651
1491	0.3268145758
1492	0.3266885244
1493	0.3265998973
1494	0.3265044387
1495	0.3264207024
1496	0.3263684731
1497	0.3262477271
1498	0.326178578
1499	0.3261493868
1500	0.3260492371
1501	0.3259956587
1502	0.3258916635
1503	0.3257883678
1504	0.3257069628
1505	0.3256089458
1506	0.3254829686
1507	0.3254451011
1508	0.3253415131
1509	0.3252355787
1510	0.3251000797
1511	0.3250300616
1512	0.3249238965
